PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PTSA,PSTA,PFPB,PVSB,PKAC,PACC,PMPC,PHED,PGID,TGID,POID,PSPD,PAGE,PFGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PCEL,PLEL,TLEL,PREL,TREL,PCOL,PLPL,PGSL,PTSL,PCYL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PCON,PSBO,PVCO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PMGS,PQGS,PCHS,PFHS,PMHS,PVIS,PPOS,POPS,PTPS,PLSS,PTSS,PWSS,PFTS,PMTS,PQTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
2,3,2,3,28,Alex,Bannister,70,90,0,0,15,82,1,5,14749,28,14749,87,25,1,0,1,88,0,8,8,74,0,0,85,3,9,1015,87,62,24,38,0,11,56,0,0,0,80,0,0,0,0,56,100,0,0,1,3,1,0,0,85,2,2,0,2,0,5,15,44,87,3,1309,55,0,1,95,19,62,72,65,0,0,0,0,0,20,96,0,6,0,0,0,0,0,0,0,3,3,0,70,0,0,0,0,0,0,70,0,77,47,999,53,3,-31,0,0,153
5,6,5,6,17,Maurice,Morris,300,84,0,52,13,94,0,5,14928,28,14928,91,24,8,0,0,63,0,8,8,76,0,0,89,5,22,1015,72,32,31,33,0,7,73,0,0,0,25,2,2,2,2,160,100,0,0,2,0,20,0,0,20,2,4,52,4,0,2,14,61,67,2,1338,74,0,1,95,23,68,79,70,0,0,0,0,0,20,63,0,42,7,31,0,0,0,31,0,1,1,0,7,5,75,1,14,0,6,300,0,71,42,604,76,2,-31,0,0,173
2,2,2,2,34,Jerramy,Stevens,600,84,0,50,12,81,0,5,14979,28,14979,73,24,1,0,1,50,0,9,9,76,0,0,72,3,28,1015,78,36,58,58,0,3,65,0,0,0,88,0,0,0,0,252,100,0,0,3,0,32,0,0,86,1,5,50,5,0,1,37,51,83,2,1347,66,5,1,52,12,72,78,60,0,0,0,0,30,18,31,54,23,15,21,4,50,24,22,0,4,4,21,74,10,91,1,2,17,23,600,0,79,105,583,15,2,-31,0,0,152
3,3,3,3,23,D.D.,Lewis,38,75,0,0,10,76,0,0,15366,28,15366,74,25,5,0,0,50,0,8,8,47,0,0,74,4,63,1009,75,75,13,43,0,13,35,0,0,0,0,8,8,8,8,214,100,0,0,1,3,15,0,0,54,2,1,0,1,0,15,20,32,48,2,1333,21,0,1,100,10,72,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,38,0,73,81,999,10,2,-31,0,0,161
2,2,2,2,17,Kris,Richard,40,81,0,0,19,86,0,7,15379,28,15379,85,25,1,0,0,50,0,8,8,59,0,0,82,3,63,1009,64,58,10,31,0,7,27,0,0,0,0,0,0,0,0,231,100,2,3,1,0,55,0,0,42,2,1,0,1,0,15,17,30,78,2,1342,30,0,1,100,12,58,66,57,2,2,2,2,7,5,75,38,8,2,35,26,20,13,8,0,16,16,66,64,0,65,0,0,16,10,40,0,71,30,999,65,2,-31,0,0,152
2,2,2,2,20,Anton,Palepoi,200,62,0,44,12,68,0,7,15617,28,15617,65,25,10,0,0,77,0,10,10,30,0,0,64,3,28,1015,84,74,23,25,0,3,11,0,0,0,75,8,8,8,8,230,100,0,0,2,0,20,0,0,91,2,4,44,4,0,2,14,28,55,2,1341,14,0,1,95,12,71,66,52,0,0,0,0,43,43,84,52,22,26,29,0,16,41,8,0,11,11,36,86,12,70,19,11,25,40,200,0,75,123,999,0,2,-31,0,0,152
3,3,3,3,15,Matt,Hill,99,74,0,9,21,57,0,7,15663,28,15663,52,25,14,0,0,75,0,8,8,23,0,0,54,0,36,1015,85,19,82,80,0,3,15,0,2,0,84,2,2,2,2,19,100,0,0,1,0,1,0,0,74,2,3,9,3,0,5,29,28,23,2,1325,21,0,1,95,19,83,66,56,2,2,2,2,17,30,23,37,38,29,38,0,11,29,30,0,9,9,62,68,18,66,49,9,6,19,99,0,78,144,999,0,2,-31,0,0,125
0,0,0,0,19,Dennis,Norman,63,42,0,0,29,49,0,7,15739,28,15739,48,24,21,0,0,79,1,8,8,32,0,0,42,4,22,1015,73,19,78,80,0,3,34,0,0,0,86,8,2,8,2,168,100,0,0,1,0,25,0,0,68,2,1,0,1,0,7,28,23,15,3,1339,26,0,1,95,21,83,63,54,2,2,2,2,36,29,19,62,34,32,38,22,78,52,23,0,7,7,0,100,62,77,33,0,0,40,63,0,77,152,999,0,3,-31,0,0,161
2,2,2,2,18,Rocky,Bernard,102,69,0,12,17,69,0,7,15740,28,15740,59,25,10,0,0,50,0,8,8,26,0,0,60,5,11,1015,76,81,34,21,0,3,31,0,0,0,0,8,8,8,8,215,100,2,3,1,0,45,0,0,99,2,3,12,3,0,5,14,48,25,2,1311,13,0,1,95,21,84,73,57,0,0,0,0,16,31,40,40,19,32,34,0,0,32,11,0,12,12,18,65,40,55,29,48,17,16,102,0,75,133,999,10,2,-31,1,0,170
3,2,3,2,15,Marcus,Trufant,1200,92,0,155,22,93,0,7,16528,28,16528,93,23,9,1,0,80,0,8,8,75,0,0,95,6,11,1015,90,58,20,30,0,7,27,0,0,0,84,0,0,0,0,251,100,3,2,4,0,60,0,0,23,0,5,155,5,0,1,12,75,91,1,1352,35,0,1,97,15,49,86,75,0,0,0,0,8,12,58,38,26,7,27,0,34,20,15,0,16,16,100,39,0,36,1,20,16,11,1200,0,71,39,603,60,1,-31,0,0,396
0,0,0,0,12,Wayne,Hunter,150,80,0,30,5,49,0,5,16565,28,16565,51,22,15,0,0,81,0,8,8,7,0,0,45,3,9,1015,75,25,81,78,0,3,7,0,0,0,82,0,0,0,0,76,100,0,0,2,0,55,0,0,73,2,3,30,3,0,3,10,30,50,1,1328,7,0,1,100,6,89,67,59,2,2,2,2,10,32,35,35,11,50,1,36,60,25,17,0,5,5,23,100,21,78,29,25,31,10,150,0,77,143,999,0,1,-31,0,0,154
0,0,0,0,18,Josh,Brown,90,84,0,15,86,45,0,7,16577,28,16577,39,25,1,0,0,40,0,8,8,27,0,0,41,1,8,1015,87,15,19,21,0,5,21,0,2,0,65,0,0,0,0,142,100,0,3,2,0,40,0,0,3,0,3,15,3,0,7,30,45,30,1,1314,21,0,1,95,92,25,82,68,0,0,0,0,1,0,92,3,11,11,17,0,0,0,13,0,19,19,100,0,0,0,10,0,0,0,90,0,72,42,525,0,1,-31,1,0,46
4,4,4,4,25,Brad,Franklin,84,80,0,0,16,82,0,1,16684,28,16684,87,24,5,0,0,63,0,8,8,50,0,0,83,5,47,1009,79,57,19,39,0,0,23,0,0,0,84,8,0,8,0,228,100,2,2,2,0,52,0,0,29,2,2,0,2,0,7,20,28,90,2,1320,40,0,1,95,10,47,65,60,2,2,2,2,0,5,22,9,15,2,26,0,0,1,7,0,16,16,100,32,0,83,0,0,0,20,84,0,69,30,999,15,0,-31,0,0,171
0,0,0,0,18,Walter,Bernard,30,88,0,0,12,85,0,7,16710,28,16710,86,25,1,0,0,75,0,8,8,59,0,0,87,5,63,1009,68,57,27,15,0,0,34,0,0,0,0,8,8,8,8,144,100,0,0,1,0,25,0,0,30,2,1,0,1,0,15,30,27,85,2,1312,43,0,1,100,17,49,64,47,2,2,2,2,0,15,81,0,8,0,38,0,0,0,12,0,17,17,100,18,10,32,0,15,0,0,30,0,74,40,999,55,2,-31,1,0,170
2,2,2,2,21,Ken,Hamlin,320,82,0,40,14,90,0,5,16989,28,16989,86,23,4,0,0,85,0,8,8,66,0,0,85,6,10,1015,86,84,14,12,0,8,35,0,0,0,88,0,2,0,2,10,100,0,0,3,0,1,0,0,26,1,4,40,4,0,2,21,74,85,1,1322,40,0,1,95,14,66,86,70,3,3,3,3,30,12,43,36,8,16,33,9,45,25,6,0,17,17,100,46,10,41,0,24,19,12,320,1,74,49,999,37,1,-31,0,0,218
0,0,0,0,75,Seneca,Wallace,115,88,0,27,19,82,0,5,16990,28,16990,82,23,7,0,0,77,0,8,8,56,0,0,82,3,13,1015,84,16,10,15,0,8,58,6,0,0,82,0,0,0,0,90,100,2,3,2,0,40,0,0,15,1,3,27,3,0,4,80,27,67,1,1353,63,0,1,95,10,50,62,41,2,4,2,4,0,5,78,5,14,0,15,0,0,0,11,0,0,0,0,18,0,50,0,13,66,0,115,0,71,36,999,10,1,-31,0,0,155
2,2,2,2,18,Ryan,Hannam,70,59,0,0,15,70,0,7,17017,28,17017,69,24,7,0,0,65,0,8,8,68,0,0,62,0,34,1015,81,20,45,56,0,11,61,0,2,0,0,0,0,0,0,150,100,0,0,1,3,29,0,0,83,2,2,0,2,0,5,14,25,57,2,1323,63,0,1,95,14,60,64,62,0,0,0,0,0,24,67,24,11,7,41,16,11,6,16,0,4,4,30,63,10,35,0,27,17,13,70,0,74,88,999,8,2,-31,0,0,128
2,2,2,2,18,Taco,Wallace,94,77,0,3,25,87,0,5,17087,28,17087,88,23,4,0,1,71,0,8,8,64,0,0,82,5,10,1015,25,16,26,41,0,0,49,0,0,0,70,8,8,8,8,96,100,0,0,2,0,45,0,0,87,2,3,3,3,0,7,16,17,78,1,1354,49,0,1,72,21,48,60,45,0,0,0,0,0,1,86,0,10,5,26,0,0,0,22,0,3,3,100,70,0,33,0,7,0,0,94,0,73,30,999,75,1,-31,1,0,170
5,5,5,5,20,Kerry,Carter,23,87,0,0,31,86,1,5,17154,28,17154,85,23,12,0,0,76,0,8,8,60,0,0,81,6,63,1009,62,9,29,33,0,13,76,0,0,0,72,4,4,4,4,200,100,0,0,1,3,32,0,0,32,2,1,0,1,0,15,31,42,71,1,1315,73,0,1,76,18,66,71,64,2,2,2,2,2,25,37,4,13,17,27,0,75,0,35,0,1,1,0,13,5,100,1,31,0,8,23,0,73,78,999,0,1,-31,0,0,179
5,5,5,5,12,LG,#75,140,72,0,30,12,72,0,5,17374,28,17374,54,23,21,0,0,80,0,8,8,24,1,1,53,3,21,1015,86,24,83,82,0,3,11,0,0,0,0,2,2,2,2,138,100,0,0,3,0,10,0,0,75,2,3,30,3,0,3,22,36,29,0,0,25,0,1,91,14,84,70,50,2,2,2,2,11,37,0,49,11,44,8,0,40,27,18,0,6,6,100,68,44,100,39,45,25,0,140,0,76,148,999,0,0,-31,2,0,157
7,5,7,5,9,Marcus,Tubbs,700,66,0,138,7,78,0,7,17421,28,17421,61,23,10,0,0,90,0,8,8,13,0,0,63,6,23,1015,83,80,17,25,2,3,17,0,0,0,65,0,1,0,1,214,100,0,0,6,0,15,0,0,90,0,6,138,6,0,1,8,59,63,0,0,10,0,1,95,8,90,78,56,0,0,0,0,43,43,84,52,22,26,29,0,16,41,8,0,12,12,36,86,12,70,38,11,25,40,700,0,76,161,163,0,0,-31,2,0,183
1,1,1,1,19,Michael,Boulware,250,88,0,40,20,92,0,5,17443,28,17443,87,22,7,0,0,80,0,8,8,64,0,0,87,4,21,1015,87,72,16,40,0,8,39,0,0,0,95,8,8,8,8,64,100,0,0,4,0,45,0,0,28,2,4,40,4,0,2,17,40,74,0,0,46,0,1,89,21,64,70,48,2,2,2,2,10,35,61,15,24,17,43,0,55,9,18,0,18,18,0,20,5,58,0,52,36,12,250,1,74,65,191,0,0,-31,0,0,162
4,4,4,4,10,Niko,Koutouvides,120,80,0,36,21,84,0,7,17466,28,17466,74,23,12,0,1,82,0,8,8,45,0,0,73,2,20,1015,84,83,18,50,0,9,28,0,2,0,85,0,0,0,0,169,100,2,2,3,0,50,0,0,53,2,3,36,3,0,4,10,35,64,0,0,25,0,1,92,25,70,65,55,2,2,2,2,10,21,19,12,41,10,54,0,79,3,27,0,14,14,100,15,20,70,2,46,0,17,120,0,74,80,999,0,0,-31,0,0,143
3,5,3,5,17,Rashad,Moore,92,69,0,0,25,72,0,0,24190,28,24190,60,25,11,0,0,80,0,8,8,15,0,0,62,5,10,1015,69,76,19,18,0,3,17,0,0,0,0,0,0,0,0,211,100,2,2,2,0,40,0,0,95,2,3,0,3,0,6,29,55,47,1,1337,25,0,1,95,22,87,76,65,2,2,2,2,27,45,62,51,35,34,32,0,44,47,0,0,12,12,60,63,35,36,26,32,0,50,92,0,75,164,999,0,1,-31,0,0,170
2,2,2,2,25,Solomon,Bates,92,72,0,0,30,72,0,0,24191,28,24191,69,22,11,0,0,77,0,8,8,47,0,0,68,6,38,1015,79,84,34,50,0,12,30,0,0,0,65,7,7,7,7,9,100,0,0,2,3,15,0,0,50,1,3,0,3,0,4,20,48,61,1,1310,26,0,1,95,37,77,71,68,3,3,3,3,0,25,62,24,50,12,16,0,100,27,9,0,14,14,0,27,58,1,0,20,16,25,92,0,73,83,999,0,1,-31,0,0,179
0,0,0,0,25,Jay,Riemersma,400,80,0,90,25,60,0,7,318,29,318,57,31,11,0,0,83,1,0,0,69,0,0,58,0,35,1009,67,25,64,63,0,6,55,0,4,0,73,0,0,0,0,117,100,0,0,2,0,1,0,0,85,2,3,90,3,0,7,26,40,58,7,1393,71,0,1,95,18,69,71,77,2,2,2,2,0,30,18,9,41,6,13,35,13,32,0,0,4,4,22,43,10,23,0,16,25,18,400,0,77,92,377,8,0,-31,0,0,133
0,0,0,0,22,Chris,Gardocki,650,89,0,100,90,48,0,7,441,29,441,49,34,3,0,0,38,2,8,8,21,0,0,50,0,23,1009,84,15,18,27,0,0,21,0,2,0,74,0,0,0,0,38,100,1,1,5,2,55,1,0,17,1,5,100,5,0,3,23,44,28,13,1371,28,0,1,99,90,34,92,92,0,0,0,0,1,1,90,45,25,17,24,0,37,16,18,0,20,20,100,46,0,0,0,19,19,0,650,0,73,40,280,0,0,-31,0,0,128
2,2,2,2,26,Duce,Staley,1400,99,0,400,24,87,2,1,834,29,834,85,29,0,2,0,92,1,0,0,80,0,0,83,3,11,1009,72,23,37,41,0,7,84,2,0,0,85,0,1,0,1,176,100,0,0,5,0,0,0,0,22,2,5,400,5,0,3,37,78,79,7,1399,85,4,1,85,21,72,85,85,0,0,0,0,10,30,60,4,37,0,38,0,75,0,49,0,1,1,0,62,5,66,0,16,0,4,1400,0,71,60,427,15,0,-31,0,0,373
2,3,2,3,16,Oliver,Ross,450,51,0,33,19,70,0,1,871,29,871,57,29,17,0,0,76,1,1,1,15,0,0,56,4,15,1009,78,25,85,82,0,3,35,0,0,0,61,2,2,2,2,90,100,0,0,2,0,15,0,0,79,2,3,33,3,0,5,16,56,14,6,1394,30,0,1,95,29,88,76,69,2,2,2,2,30,41,0,58,23,43,63,0,17,58,3,0,9,9,0,77,58,79,49,33,29,36,450,0,77,149,999,0,4,-31,0,0,163
1,1,1,1,18,Todd,Fordham,265,45,0,60,27,52,0,7,1077,29,1077,44,30,15,0,0,76,1,0,0,21,0,0,44,1,63,1009,62,23,77,84,0,12,13,0,2,0,77,0,0,0,0,64,100,0,0,2,3,1,0,0,71,2,3,60,3,0,15,18,49,14,7,1370,22,0,1,95,11,89,73,79,2,2,2,2,31,20,41,34,29,48,8,6,9,31,13,0,9,9,6,75,8,46,32,0,6,36,265,0,77,155,999,0,1,-31,0,0,137
2,2,2,2,24,James,Farrior,540,66,0,54,15,76,0,5,1136,29,1136,75,29,11,0,0,69,1,0,0,53,0,0,79,4,8,1009,69,90,22,49,0,12,29,0,0,0,61,0,0,0,0,240,100,0,0,2,3,1,0,0,51,2,3,54,3,0,1,17,70,56,7,1368,27,0,1,95,19,79,86,82,1,1,2,2,15,42,58,64,32,40,29,4,100,26,42,0,14,14,100,87,63,54,5,11,0,11,540,0,74,82,146,0,2,-31,0,0,161
0,0,0,0,85,Charlie,Batch,200,86,0,48,22,46,0,11,1145,29,1145,45,29,0,0,0,70,1,0,0,37,0,0,50,3,30,1009,55,17,24,23,0,11,49,0,0,0,67,0,0,0,0,58,100,1,1,1,3,60,0,0,16,0,2,48,2,0,2,85,58,52,6,1358,48,0,1,77,16,58,77,82,1,1,2,2,10,0,58,35,16,9,19,0,36,11,5,0,0,0,0,32,0,34,0,34,0,9,200,0,74,60,999,0,2,-31,0,0,22
2,2,2,2,23,Terry,Fair,54,80,0,0,25,87,0,7,1163,29,1163,94,28,1,0,1,55,1,0,0,62,0,0,83,4,20,1009,55,52,24,29,0,7,27,0,0,0,75,0,0,0,0,211,100,1,1,1,0,47,0,0,23,2,1,0,1,0,1,28,48,79,6,1366,50,0,1,100,32,47,72,63,4,4,4,4,0,1,22,9,15,2,26,0,0,1,7,0,16,16,100,32,0,83,0,0,0,20,54,0,69,24,999,77,0,-31,0,0,163
2,6,2,6,16,Jeff,Hartings,1375,48,0,190,17,50,0,7,1181,29,1181,41,31,10,0,0,87,2,0,0,29,0,0,42,0,23,1009,66,21,85,94,0,2,35,0,2,0,60,2,2,2,2,164,100,0,0,4,0,1,0,0,64,0,5,190,5,0,1,29,61,11,8,1374,24,0,1,98,22,92,86,91,2,2,2,2,43,50,75,83,2,48,61,0,0,68,12,0,7,7,23,100,86,69,26,46,18,0,1375,0,75,135,999,0,3,-31,0,0,128
4,4,4,4,22,Travis,Kirschke,600,45,0,80,21,64,0,7,1184,29,1184,58,29,15,0,0,73,1,0,0,23,0,0,55,0,63,1009,64,83,36,23,0,3,28,0,0,0,84,3,6,3,6,226,100,0,0,4,0,43,0,0,90,2,4,80,4,0,15,21,48,42,7,1381,17,0,1,95,15,85,74,70,4,4,4,4,39,16,7,41,49,10,60,0,56,37,25,0,11,11,20,100,35,62,30,0,0,22,600,1,75,132,999,0,0,-31,0,0,131
2,2,2,2,14,Clint,Kriewaldt,248,69,0,42,20,76,0,3,1188,29,1188,70,28,14,0,1,76,1,0,0,46,0,0,66,0,8,1009,78,84,19,42,0,3,31,0,1,0,57,2,2,2,2,272,100,0,0,2,0,1,0,0,57,2,3,42,3,0,6,33,42,59,5,1383,26,0,1,95,15,75,73,72,1,1,3,3,10,32,61,15,24,17,43,0,55,9,18,0,14,14,0,20,24,58,0,52,36,12,248,0,73,82,999,0,1,-31,0,0,125
6,6,6,6,35,Jerome,Bettis,100,70,0,0,26,85,0,7,1655,29,1655,80,32,0,0,0,85,2,0,0,55,0,0,74,4,10,1015,52,28,43,42,0,8,92,0,0,25,99,2,2,2,2,152,100,0,0,1,2,1,0,0,36,0,1,0,1,0,1,39,70,45,11,1360,90,0,1,72,17,76,82,92,0,0,0,0,16,26,13,36,32,24,34,5,63,15,32,0,1,1,38,47,30,35,25,24,20,40,100,0,71,96,34,10,11,-31,0,0,26
1,1,1,1,18,Plaxico,Burress,540,92,0,150,15,92,3,1,1657,29,1657,91,26,0,0,1,89,1,1,1,82,0,0,92,6,8,1015,87,35,39,50,0,0,68,0,0,0,99,8,8,8,8,118,100,0,0,1,0,1,0,0,80,2,3,150,3,0,1,33,79,98,4,1363,56,0,1,55,18,69,87,79,2,2,2,2,0,25,86,0,10,5,26,0,0,0,22,0,3,3,100,70,0,33,0,7,0,0,540,0,77,66,73,25,4,-31,0,0,59
2,2,2,2,23,Alan,Faneca,2460,65,1,318,23,79,0,7,1661,29,1661,53,27,14,0,0,91,1,0,0,25,0,0,45,0,26,1015,85,26,91,98,0,2,31,0,2,0,85,0,0,0,0,106,100,0,0,4,0,1,0,0,66,0,6,318,6,0,1,31,91,28,6,1367,25,0,1,82,18,94,97,92,0,0,0,0,20,55,97,62,12,51,58,11,43,62,36,0,6,6,19,70,52,45,52,0,0,24,2460,0,77,145,999,0,6,-31,0,0,128
2,2,2,2,20,Kimo,V.Oelhoffen,860,67,0,80,20,68,0,7,1667,29,1667,65,33,17,0,0,90,2,0,0,19,0,0,60,2,1,1009,81,87,30,19,0,13,17,0,2,0,90,0,0,0,0,19,100,0,0,3,3,1,0,0,67,1,4,80,4,0,6,27,73,44,10,1404,28,0,1,95,22,87,85,88,2,2,2,2,8,40,44,46,18,16,43,0,100,32,17,0,11,11,31,66,22,72,16,11,40,17,860,0,76,140,464,0,4,-31,0,0,149
2,2,2,2,30,Joey,Porter,2250,90,1,300,22,91,0,4,1671,29,1671,85,27,4,0,1,80,1,0,0,65,0,0,82,4,12,1015,90,91,18,45,0,12,33,0,0,19,56,0,0,0,0,42,100,0,0,4,3,1,0,0,55,2,6,300,6,0,3,34,90,63,5,1390,29,6,1,89,25,77,95,84,0,3,0,3,23,46,49,47,36,24,55,0,100,41,12,0,15,15,100,66,83,75,1,44,31,35,2250,1,74,88,362,0,5,-31,0,0,330
4,4,4,4,22,Chad,Scott,1500,89,0,245,22,89,0,0,1672,29,1672,88,29,2,0,1,88,1,0,0,65,0,0,91,4,24,1015,86,76,25,39,0,9,30,0,0,0,94,7,7,7,7,111,100,0,0,4,2,1,0,0,30,2,5,245,5,0,1,15,77,90,7,1395,46,0,1,76,33,63,85,79,3,3,3,3,10,18,75,25,19,11,10,0,72,9,13,0,16,16,77,39,0,52,0,12,8,7,1500,0,73,41,397,20,7,-31,0,0,163
2,2,2,2,45,Hines,Ward,950,99,1,220,16,90,0,0,1684,29,1684,89,28,0,2,1,99,1,0,0,96,0,0,94,3,31,1015,92,40,44,62,0,0,66,0,0,0,94,0,0,0,0,70,100,5,0,2,0,1,0,1,86,2,4,220,4,0,3,55,95,86,6,1405,67,6,1,95,17,72,94,93,0,0,0,0,10,40,100,24,22,10,26,9,32,16,8,0,3,3,83,24,0,11,0,12,11,0,950,1,72,40,469,65,6,-31,0,0,407
2,2,2,2,22,Jerame,Tuman,332,78,0,60,26,62,0,4,1689,29,1689,57,28,7,0,1,79,1,0,0,68,0,0,56,0,3,1015,81,26,64,67,0,8,61,0,2,0,66,2,2,2,2,117,100,0,0,2,0,20,0,0,84,2,3,60,3,0,5,31,40,57,5,1402,65,0,1,95,32,73,71,64,2,2,2,2,0,24,39,9,20,6,38,0,58,6,22,0,4,4,0,0,10,0,6,21,0,5,332,0,76,110,999,8,5,-31,0,0,129
3,3,3,3,36,Marvel,Smith,2600,72,0,600,28,77,0,5,1692,29,1692,54,25,18,0,0,85,1,0,0,29,0,0,55,4,7,1015,86,25,92,88,0,3,28,0,0,0,66,2,2,2,2,9,100,0,0,5,0,10,0,0,77,0,6,600,6,0,2,15,80,14,4,1398,29,0,1,90,26,90,87,85,2,2,2,2,43,36,34,75,55,52,55,0,39,56,30,0,5,5,41,100,52,100,26,68,34,38,2600,0,77,148,999,0,4,-31,1,0,162
5,5,5,5,22,Kendrick,Clancy,54,68,0,0,16,74,0,5,1697,29,1697,63,25,13,0,0,85,1,0,0,17,0,0,60,5,10,1015,81,82,21,36,0,2,33,0,0,0,58,0,0,0,0,159,100,0,0,1,0,32,0,0,96,1,1,0,1,0,3,16,62,43,4,1364,21,0,1,94,29,84,81,73,2,2,2,2,39,16,7,41,49,10,60,0,56,37,25,0,12,12,20,100,35,62,38,0,0,22,54,0,73,129,999,0,4,-31,0,0,170
2,2,2,2,21,Deshea,Townsend,428,90,0,100,17,93,0,1,1701,29,1701,88,28,3,0,0,79,1,0,0,62,0,0,87,4,25,1015,84,59,23,26,0,8,19,0,0,0,61,0,0,0,0,3,100,5,5,3,0,1,0,0,26,2,4,100,4,0,4,31,66,87,6,1401,42,0,1,80,18,46,80,80,0,0,0,0,10,15,75,25,19,11,10,0,72,9,13,0,16,16,77,39,0,52,0,12,8,7,428,0,70,31,453,15,6,-31,0,0,162
6,6,6,6,30,Chris,Doering,54,85,0,0,31,82,0,7,11977,29,11977,82,31,3,0,0,85,1,0,0,82,0,0,80,0,18,1009,82,19,26,25,0,0,38,0,2,0,50,0,0,0,0,62,100,1,1,1,0,55,0,0,83,2,1,0,1,0,6,12,45,74,6,1365,49,0,1,95,19,48,72,81,2,2,2,2,0,1,86,0,10,5,26,0,0,0,22,0,3,3,100,70,0,33,0,7,0,0,54,0,76,39,999,15,1,-31,0,0,129
2,2,2,2,18,Mike,Logan,310,83,0,90,21,82,0,4,12114,29,12114,83,29,8,0,1,80,1,1,1,53,0,0,79,4,20,1009,72,70,17,17,0,7,31,0,0,0,80,0,0,0,0,254,100,1,1,3,0,50,0,0,31,2,3,90,3,0,2,25,56,78,7,1384,46,0,1,95,31,69,78,79,3,3,3,3,4,15,61,7,41,8,37,0,50,0,26,0,17,17,100,18,10,61,0,27,0,8,310,0,73,50,999,20,3,-31,0,0,162
0,0,0,0,17,Barrett,Brooks,66,53,0,0,19,48,0,7,12125,29,12125,51,32,21,0,0,83,2,0,0,11,0,0,46,6,26,1009,68,19,77,79,0,3,22,0,0,0,78,0,0,0,0,96,100,0,0,1,0,25,0,0,72,2,1,0,1,0,2,24,38,33,9,1361,31,0,1,95,21,88,68,70,2,2,2,2,11,37,0,49,11,44,8,0,40,27,18,0,5,5,100,68,44,100,39,45,25,0,66,0,76,166,999,0,1,-31,0,0,180
2,6,2,6,19,Aaron,Smith,122,77,0,37,28,77,0,7,12205,29,12205,69,28,12,0,0,87,1,0,0,19,0,0,65,0,14,1015,81,84,16,28,0,3,20,0,2,0,61,0,0,0,0,136,100,0,0,1,0,1,0,0,91,1,1,37,1,0,4,21,80,55,5,1397,16,0,1,90,29,84,88,85,2,2,2,2,18,37,22,60,13,56,0,25,16,49,7,0,10,10,36,52,52,72,33,0,44,19,122,0,77,140,423,0,5,-31,1,0,129
2,2,2,2,19,Clark,Haggans,724,71,0,136,23,79,0,7,12206,29,12206,75,27,5,0,0,77,1,0,0,48,0,0,74,4,8,1015,78,87,22,52,0,3,32,0,0,0,86,0,0,0,0,42,100,0,0,4,0,15,0,0,53,2,4,136,4,0,5,23,63,58,4,1372,26,0,1,95,16,78,82,77,0,2,0,2,8,32,0,26,13,0,33,0,37,0,16,0,13,13,34,65,33,100,16,0,17,22,724,0,76,91,999,0,4,-31,0,0,161
2,2,2,2,18,Chukky,Okobi,600,49,0,80,24,82,0,0,14205,29,14205,54,25,18,0,0,50,1,0,0,22,0,0,56,6,15,1015,45,16,85,81,0,3,20,0,0,0,0,0,0,0,0,169,100,0,0,4,0,1,0,0,56,2,4,80,4,0,5,22,45,28,3,1388,21,0,1,95,30,84,78,70,0,0,0,0,36,27,29,73,17,43,20,0,6,63,0,0,7,7,0,100,13,82,37,15,20,9,600,0,73,150,999,0,3,-31,0,0,179
2,2,2,2,19,Casey,Hampton,440,66,0,136,16,68,0,0,14265,29,14265,57,26,0,0,0,90,1,0,0,20,0,0,61,4,19,1015,87,95,22,24,0,12,30,0,0,0,70,0,0,0,0,214,100,0,0,2,3,1,0,0,98,1,4,136,4,0,1,28,94,49,3,1373,34,6,1,91,17,97,95,82,3,3,3,3,25,41,47,54,52,44,34,34,69,48,17,0,12,12,29,52,27,69,8,80,0,68,440,0,73,160,202,0,3,-31,0,0,219
2,2,2,2,23,Kendrell,Bell,242,88,0,90,19,92,0,4,14282,29,14282,82,23,0,0,0,87,1,0,0,56,0,0,80,4,8,1015,78,91,19,48,0,13,30,6,0,0,85,0,0,0,0,70,100,0,0,1,3,1,0,0,97,0,3,90,3,0,2,26,83,56,3,1359,43,0,1,88,23,81,92,85,0,2,0,2,19,21,19,12,41,10,54,0,79,3,27,0,14,14,100,15,55,70,2,46,0,17,242,1,73,94,32,0,3,-31,0,0,24
